,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
31440,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,31,GREECE,69.3,41.58,66,0
31441,TST,Travel Agency,Offline,Travel Cruise Protect,4,MALAYSIA,30.0,10.5,71,0
31442,JZI,Airlines,Online,Basic Plan,34,AUSTRALIA,26.0,9.1,66,0
31443,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,"TAIWAN, PROVINCE OF CHINA",24.0,0.0,36,0
31444,C2B,Airlines,Online,Silver Plan,18,SINGAPORE,62.0,15.5,69,0
31445,EPX,Travel Agency,Online,1 way Comprehensive Plan,17,THAILAND,20.0,0.0,47,0
31447,JZI,Airlines,Online,Basic Plan,10,PHILIPPINES,22.0,7.7,52,0
31448,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,UNITED STATES,85.0,0.0,34,0
31449,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,108,AUSTRALIA,39.6,23.76,47,0
31450,C2B,Airlines,Online,Silver Plan,68,SINGAPORE,127.0,31.75,34,1
31451,EPX,Travel Agency,Online,Cancellation Plan,14,HONG KONG,27.0,0.0,30,0
31452,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,MALAYSIA,39.0,0.0,35,0
31453,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,INDONESIA,20.0,0.0,40,0
31454,JZI,Airlines,Online,Basic Plan,8,CHINA,26.0,9.1,67,0
31457,EPX,Travel Agency,Online,Cancellation Plan,22,FRANCE,56.0,0.0,36,0
31458,EPX,Travel Agency,Online,Cancellation Plan,91,SINGAPORE,43.0,0.0,36,0
31459,EPX,Travel Agency,Online,Cancellation Plan,16,LAO PEOPLE'S DEMOCRATIC REPUBLIC,25.0,0.0,36,0
31460,EPX,Travel Agency,Online,Cancellation Plan,44,INDONESIA,10.0,0.0,36,0
31462,EPX,Travel Agency,Online,Cancellation Plan,14,PHILIPPINES,39.0,0.0,35,0
31464,EPX,Travel Agency,Online,Cancellation Plan,48,PHILIPPINES,0.0,0.0,36,0
31465,EPX,Travel Agency,Online,Cancellation Plan,25,PHILIPPINES,23.0,0.0,36,0
31466,EPX,Travel Agency,Online,Cancellation Plan,22,THAILAND,13.0,0.0,25,0
31467,C2B,Airlines,Online,Silver Plan,74,SINGAPORE,88.5,22.13,61,1
31468,RAB,Airlines,Online,Value Plan,60,BRUNEI DARUSSALAM,23.0,9.2,39,0
31469,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,UNITED KINGDOM,72.0,0.0,36,0
31470,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,SINGAPORE,27.0,0.0,35,0
31471,SSI,Airlines,Online,Ticket Protector,83,SINGAPORE,2.38,0.67,48,0
31472,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,UNITED KINGDOM,148.5,89.1,45,0
31473,EPX,Travel Agency,Online,Cancellation Plan,22,"TAIWAN, PROVINCE OF CHINA",29.0,0.0,36,0
31474,EPX,Travel Agency,Online,Cancellation Plan,7,SINGAPORE,80.0,0.0,36,0
31475,KML,Travel Agency,Online,Value Plan,218,ITALY,95.0,36.1,48,0
31476,EPX,Travel Agency,Online,Cancellation Plan,36,GERMANY,56.0,0.0,36,0
31477,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,MALAYSIA,39.6,23.76,42,0
31478,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,THAILAND,20.0,0.0,35,0
31480,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,INDONESIA,99.0,0.0,33,0
31481,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,MALAYSIA,29.7,17.82,39,0
31482,EPX,Travel Agency,Online,2 way Comprehensive Plan,32,MALAYSIA,20.0,0.0,66,0
31483,EPX,Travel Agency,Online,2 way Comprehensive Plan,24,CHINA,60.0,0.0,36,0
31484,EPX,Travel Agency,Online,1 way Comprehensive Plan,68,CHINA,32.0,0.0,36,0
31485,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,CHINA,36.0,0.0,36,0
31486,EPX,Travel Agency,Online,Cancellation Plan,28,CHINA,23.0,0.0,36,0
31487,EPX,Travel Agency,Online,2 way Comprehensive Plan,54,HONG KONG,40.0,0.0,36,0
31488,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,252.85,63.21,32,0
31489,EPX,Travel Agency,Online,Cancellation Plan,41,"TAIWAN, PROVINCE OF CHINA",16.0,0.0,36,0
31491,JZI,Airlines,Online,Basic Plan,4,HONG KONG,26.0,9.1,44,0
31492,JZI,Airlines,Online,Basic Plan,27,THAILAND,30.0,10.5,42,0
31494,EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,12.0,0.0,36,0
31495,JZI,Airlines,Online,Basic Plan,53,PHILIPPINES,37.0,12.95,32,0
31496,EPX,Travel Agency,Online,1 way Comprehensive Plan,26,CAMBODIA,32.0,0.0,36,0
31497,EPX,Travel Agency,Online,Cancellation Plan,8,"KOREA, REPUBLIC OF",43.0,0.0,36,0
31499,EPX,Travel Agency,Online,Cancellation Plan,16,JAPAN,63.0,0.0,36,0
31501,JZI,Airlines,Online,Basic Plan,26,"TAIWAN, PROVINCE OF CHINA",44.0,15.4,65,0
31502,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,29.5,7.38,51,1
31503,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,82,THAILAND,59.4,35.64,31,0
31504,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,THAILAND,29.0,0.0,35,0
31505,EPX,Travel Agency,Online,Cancellation Plan,54,JAPAN,18.0,0.0,36,0
31507,EPX,Travel Agency,Online,2 way Comprehensive Plan,64,VIET NAM,20.0,0.0,73,0
31508,C2B,Airlines,Online,Annual Silver Plan,395,SINGAPORE,216.0,54.0,29,0
31509,C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,16.0,4.0,53,0
31511,EPX,Travel Agency,Online,2 way Comprehensive Plan,60,ITALY,51.0,0.0,26,0
31512,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,HONG KONG,20.0,0.0,41,0
31513,C2B,Airlines,Online,Silver Plan,22,SINGAPORE,72.0,18.0,27,0
31515,JZI,Airlines,Online,Basic Plan,7,MALAYSIA,0.0,6.3,69,0
31517,CBH,Travel Agency,Offline,Comprehensive Plan,20,THAILAND,29.0,9.57,75,0
31518,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,CHINA,64.0,0.0,36,0
31519,C2B,Airlines,Online,Silver Plan,9,SINGAPORE,33.5,8.38,42,0
31520,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,70.85,17.71,27,0
31521,EPX,Travel Agency,Online,Cancellation Plan,96,UNITED STATES,80.0,0.0,29,0
31522,EPX,Travel Agency,Online,2 way Comprehensive Plan,193,SINGAPORE,61.0,0.0,35,0
31523,EPX,Travel Agency,Online,2 way Comprehensive Plan,45,UNITED STATES,106.0,0.0,27,0
31524,EPX,Travel Agency,Online,Cancellation Plan,51,MALAYSIA,13.0,0.0,33,0
31526,EPX,Travel Agency,Online,2 way Comprehensive Plan,62,"TAIWAN, PROVINCE OF CHINA",40.0,0.0,36,0
31527,EPX,Travel Agency,Online,1 way Comprehensive Plan,13,INDONESIA,20.0,0.0,32,0
31529,EPX,Travel Agency,Online,Cancellation Plan,108,NEPAL,18.0,0.0,36,0
31530,C2B,Airlines,Online,Silver Plan,42,SINGAPORE,91.0,22.75,29,0
31531,RAB,Airlines,Online,Value Plan,10,BRUNEI DARUSSALAM,23.0,9.2,37,0
31532,EPX,Travel Agency,Online,Cancellation Plan,57,THAILAND,10.0,0.0,27,0
31533,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,62,FRANCE,67.0,43.55,62,0
31534,EPX,Travel Agency,Online,Cancellation Plan,6,Other,80.0,0.0,36,0
31536,SSI,Airlines,Online,Ticket Protector,11,SINGAPORE,1.8,0.5,48,0
31537,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,3,UNITED KINGDOM,29.7,17.82,55,0
31538,EPX,Travel Agency,Online,2 way Comprehensive Plan,232,JAPAN,53.0,0.0,36,1
31539,JZI,Airlines,Online,Basic Plan,43,CHINA,50.0,17.5,37,0
31540,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,1,MALAYSIA,26.5,17.23,56,0
31541,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,LAO PEOPLE'S DEMOCRATIC REPUBLIC,89.0,0.0,36,0
31542,EPX,Travel Agency,Online,Cancellation Plan,38,AUSTRALIA,41.0,0.0,36,0
31543,EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,11.0,0.0,56,0
31544,EPX,Travel Agency,Online,2 way Comprehensive Plan,48,JAPAN,44.0,0.0,36,0
31545,EPX,Travel Agency,Online,Cancellation Plan,21,PHILIPPINES,10.0,0.0,45,0
31546,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,59.4,35.64,47,0
31547,EPX,Travel Agency,Online,Cancellation Plan,56,HONG KONG,20.0,0.0,36,0
31548,EPX,Travel Agency,Online,2 way Comprehensive Plan,37,CANADA,112.0,0.0,32,0
31549,EPX,Travel Agency,Online,Cancellation Plan,42,"KOREA, REPUBLIC OF",10.0,0.0,26,0
31550,EPX,Travel Agency,Online,Cancellation Plan,140,Other,36.0,0.0,36,0
31551,EPX,Travel Agency,Online,Cancellation Plan,7,SRI LANKA,27.0,0.0,36,0
31552,EPX,Travel Agency,Online,2 way Comprehensive Plan,42,THAILAND,33.0,0.0,36,0
31553,EPX,Travel Agency,Online,Cancellation Plan,235,VIET NAM,15.0,0.0,36,0
31554,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,Other,38.0,0.0,48,0
31557,EPX,Travel Agency,Online,Cancellation Plan,13,CHINA,0.0,0.0,36,0
31558,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,24,SOUTH AFRICA,0.0,35.64,45,0
31559,JZI,Airlines,Online,Value Plan,90,JAPAN,83.0,29.05,48,0
31560,EPX,Travel Agency,Online,Cancellation Plan,175,UNITED KINGDOM,60.0,0.0,36,0
31561,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,UNITED KINGDOM,20.0,0.0,36,0
31562,EPX,Travel Agency,Online,Cancellation Plan,36,SPAIN,80.0,0.0,36,0
31564,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,LAO PEOPLE'S DEMOCRATIC REPUBLIC,22.0,0.0,36,0
31566,EPX,Travel Agency,Online,Cancellation Plan,12,INDIA,64.0,0.0,35,0
31567,EPX,Travel Agency,Online,Cancellation Plan,71,PHILIPPINES,13.0,0.0,37,0
31568,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,46.8,11.7,20,0
31569,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,ITALY,39.6,23.76,31,0
31571,EPX,Travel Agency,Online,Cancellation Plan,112,MALAYSIA,10.0,0.0,36,0
31573,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,72,THAILAND,26.0,16.9,34,0
31574,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,UNITED STATES,112.0,0.0,42,0
31575,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,23.4,5.85,61,0
31576,C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,0.0,5.0,23,0
31577,C2B,Airlines,Online,Annual Silver Plan,395,SINGAPORE,252.85,63.21,26,0
31581,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,NEW ZEALAND,148.5,89.1,30,0
31582,EPX,Travel Agency,Online,Cancellation Plan,16,VIET NAM,10.0,0.0,58,0
31584,EPX,Travel Agency,Online,Cancellation Plan,28,CHINA,24.0,0.0,36,0
31585,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,MALAYSIA,0.0,29.7,27,0
31586,EPX,Travel Agency,Online,Cancellation Plan,23,THAILAND,13.0,0.0,41,0
31587,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,THAILAND,20.0,0.0,37,0
31588,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,90,AUSTRALIA,79.2,47.52,51,0
31589,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,UNITED STATES,59.4,35.64,29,0
31590,EPX,Travel Agency,Online,Cancellation Plan,88,HONG KONG,13.0,0.0,36,0
31591,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,SINGAPORE,112.0,0.0,35,0
31592,EPX,Travel Agency,Online,Cancellation Plan,25,INDONESIA,31.0,0.0,36,0
31593,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,57.0,14.25,49,0
31594,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,61,1
31595,JZI,Airlines,Online,Basic Plan,5,THAILAND,22.0,7.7,48,0
31596,EPX,Travel Agency,Online,Cancellation Plan,216,MALAYSIA,16.0,0.0,36,0
31597,EPX,Travel Agency,Online,2 way Comprehensive Plan,41,CHINA,33.0,0.0,36,0
31599,EPX,Travel Agency,Online,Cancellation Plan,77,THAILAND,14.0,0.0,60,0
31600,EPX,Travel Agency,Online,Cancellation Plan,263,LAO PEOPLE'S DEMOCRATIC REPUBLIC,11.0,0.0,36,0
31601,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,INDIA,74.0,0.0,36,0
31602,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,110,UNITED STATES,49.5,29.7,49,0
31603,JZI,Airlines,Online,Basic Plan,52,PHILIPPINES,33.0,11.55,35,0
31604,EPX,Travel Agency,Online,Cancellation Plan,39,"TAIWAN, PROVINCE OF CHINA",33.0,0.0,36,0
31605,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,AUSTRALIA,79.2,47.52,36,0
31606,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,NEPAL,43.0,0.0,36,0
31607,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,AUSTRALIA,39.6,23.76,40,0
31609,JZI,Airlines,Online,Value Plan,10,CHINA,45.0,15.75,44,0
31610,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,44,UNITED STATES,39.6,23.76,49,0
31611,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,74,NORWAY,49.5,29.7,31,0
31612,EPX,Travel Agency,Online,2 way Comprehensive Plan,17,CANADA,112.0,0.0,31,0
31613,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,143,AUSTRALIA,99.0,59.4,70,0
31614,C2B,Airlines,Online,Annual Silver Plan,383,SINGAPORE,252.85,63.21,54,0
31615,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,26,AUSTRALIA,59.4,35.64,35,0
31616,JZI,Airlines,Online,Value Plan,29,AUSTRALIA,36.0,12.6,45,0
31617,EPX,Travel Agency,Online,2 way Comprehensive Plan,67,NEPAL,28.0,0.0,36,0
31618,EPX,Travel Agency,Online,Cancellation Plan,119,INDIA,21.0,0.0,36,0
31619,EPX,Travel Agency,Online,Cancellation Plan,8,VIET NAM,25.0,0.0,36,0
31620,EPX,Travel Agency,Online,Cancellation Plan,31,THAILAND,13.0,0.0,25,0
31621,EPX,Travel Agency,Online,Cancellation Plan,4,THAILAND,65.0,0.0,36,0
31622,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16.0,4.0,24,0
31623,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,17.55,4.39,22,0
31624,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,"KOREA, REPUBLIC OF",19.8,11.88,31,0
31625,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,31.8,7.95,57,0
31626,EPX,Travel Agency,Online,2 way Comprehensive Plan,99,THAILAND,20.0,0.0,36,0
31627,JZI,Airlines,Online,Basic Plan,4,CHINA,22.0,7.7,42,0
31629,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,29.5,7.38,37,0
31630,EPX,Travel Agency,Online,Cancellation Plan,20,UNITED STATES,32.0,0.0,24,0
31631,KML,Travel Agency,Online,Premier Plan,108,INDONESIA,38.0,14.44,48,0
31632,C2B,Airlines,Online,Annual Silver Plan,368,SINGAPORE,389.0,97.25,41,1
31633,JZI,Airlines,Online,Basic Plan,60,MYANMAR,33.0,11.55,42,0
31634,JZI,Airlines,Online,Value Plan,312,Other,109.0,38.15,44,0
31635,EPX,Travel Agency,Online,Cancellation Plan,35,UNITED KINGDOM,60.0,0.0,36,0
31636,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,UNITED STATES,82.0,0.0,28,0
31638,C2B,Airlines,Online,Silver Plan,3,SINGAPORE,19.5,4.88,53,0
31639,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,THAILAND,20.0,0.0,29,0
31640,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,THAILAND,29.7,17.82,34,0
31641,EPX,Travel Agency,Online,Cancellation Plan,45,AUSTRALIA,36.0,0.0,36,0
31642,EPX,Travel Agency,Online,Cancellation Plan,59,"KOREA, REPUBLIC OF",28.0,0.0,36,0
31643,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,301.0,75.25,41,0
31644,EPX,Travel Agency,Online,Cancellation Plan,263,UNITED ARAB EMIRATES,53.0,0.0,36,0
31646,KML,Travel Agency,Online,Value Plan,28,INDONESIA,33.0,12.54,48,0
31647,JZI,Airlines,Online,Basic Plan,3,MALAYSIA,18.0,6.3,63,0
31648,EPX,Travel Agency,Online,Cancellation Plan,7,VIET NAM,12.0,0.0,36,0
31649,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,MALAYSIA,49.5,29.7,49,0
31650,ART,Airlines,Online,24 Protect,11,MALAYSIA,5.14,1.8,48,0
31651,C2B,Airlines,Online,Silver Plan,1,SINGAPORE,22.2,5.55,48,0
31652,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,23.5,5.88,23,0
31653,TST,Travel Agency,Offline,Travel Cruise Protect,38,MALAYSIA,30.0,10.5,48,0
31654,EPX,Travel Agency,Online,Cancellation Plan,145,SRI LANKA,10.0,0.0,36,0
31655,EPX,Travel Agency,Online,Cancellation Plan,41,INDIA,57.0,0.0,36,0
31656,EPX,Travel Agency,Online,2 way Comprehensive Plan,44,INDONESIA,27.0,0.0,36,0
31657,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,JAPAN,102.0,0.0,36,0
31658,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,INDIA,20.0,0.0,33,0
31659,EPX,Travel Agency,Online,Cancellation Plan,95,MYANMAR,16.0,0.0,36,0
31662,C2B,Airlines,Online,Silver Plan,17,SINGAPORE,70.85,17.71,23,0
31663,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,INDONESIA,30.0,0.0,39,0
31664,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,SINGAPORE,99.0,0.0,36,0
31665,C2B,Airlines,Online,Gold Plan,3,SINGAPORE,51.0,12.75,28,0
31667,JZI,Airlines,Online,Basic Plan,26,INDONESIA,33.0,11.55,34,0
31669,CBH,Travel Agency,Offline,Comprehensive Plan,24,THAILAND,29.0,9.57,63,0
31670,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,GERMANY,99.0,59.4,67,0
31671,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,73,AUSTRALIA,108.9,65.34,47,0
31672,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,CAMBODIA,24.0,0.0,36,0
31673,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,ICELAND,0.0,35.64,38,0
31675,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,HONG KONG,27.0,0.0,36,0
31676,TST,Travel Agency,Offline,Travel Cruise Protect,10,THAILAND,30.0,10.5,62,0
31677,TST,Travel Agency,Offline,Travel Cruise Protect,17,MALAYSIA,30.0,10.5,57,0
31678,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,30,0
31679,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,29.5,7.38,37,1
31680,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,Other,0.0,23.76,33,0
31681,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,JAPAN,0.0,0.0,36,0
31682,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,ITALY,49.5,29.7,39,0
31683,EPX,Travel Agency,Online,Cancellation Plan,7,INDIA,80.0,0.0,36,0
31685,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,20.0,5.0,39,0
31686,EPX,Travel Agency,Online,2 way Comprehensive Plan,67,UNITED STATES,86.0,0.0,38,0
31688,EPX,Travel Agency,Online,1 way Comprehensive Plan,48,INDONESIA,23.0,0.0,36,0
31689,EPX,Travel Agency,Online,Cancellation Plan,91,"KOREA, REPUBLIC OF",69.0,0.0,36,0
31690,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,59,0
31691,EPX,Travel Agency,Online,Cancellation Plan,16,SINGAPORE,10.0,0.0,35,0
31693,JZI,Airlines,Online,Basic Plan,80,CHINA,26.0,9.1,55,0
31694,JZI,Airlines,Online,Basic Plan,14,INDIA,35.0,12.25,25,0
31695,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,AUSTRALIA,101.0,0.0,36,0
31697,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,21.0,5.25,38,1
31698,TTW,Travel Agency,Offline,Individual Comprehensive Plan,366,SINGAPORE,97.0,0.0,34,0
31699,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,68,UNITED KINGDOM,69.3,41.58,56,0
31700,EPX,Travel Agency,Online,2 way Comprehensive Plan,116,AUSTRALIA,44.0,0.0,36,0
31701,C2B,Airlines,Online,Bronze Plan,24,SINGAPORE,53.5,13.38,30,0
31703,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,FINLAND,99.0,59.4,31,0
31704,KML,Travel Agency,Online,Value Plan,79,INDONESIA,28.0,10.64,48,0
31705,EPX,Travel Agency,Online,Cancellation Plan,5,VIET NAM,80.0,0.0,35,0
31706,JZI,Airlines,Online,Basic Plan,6,CHINA,22.0,7.7,32,0
31707,EPX,Travel Agency,Online,Cancellation Plan,15,CHINA,18.0,0.0,36,0
31709,EPX,Travel Agency,Online,2 way Comprehensive Plan,5,THAILAND,20.0,0.0,25,0
31710,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,INDIA,21.0,0.0,35,0
31711,EPX,Travel Agency,Online,Cancellation Plan,178,JAPAN,26.0,0.0,36,0
31713,JZI,Airlines,Online,Basic Plan,48,MYANMAR,22.0,7.7,23,0
31714,C2B,Airlines,Online,Gold Plan,59,SINGAPORE,0.0,27.5,28,0
31715,C2B,Airlines,Online,Silver Plan,6,SINGAPORE,27.0,6.75,28,0
31716,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,THAILAND,49.5,29.7,66,0
31717,EPX,Travel Agency,Online,Cancellation Plan,16,VIET NAM,10.0,0.0,29,0
31720,EPX,Travel Agency,Online,2 way Comprehensive Plan,48,VIET NAM,21.0,0.0,33,0
31721,EPX,Travel Agency,Online,Cancellation Plan,10,CHINA,29.0,0.0,53,0
31722,TST,Travel Agency,Offline,Travel Cruise Protect,10,MALAYSIA,30.0,10.5,76,0
31724,EPX,Travel Agency,Online,Cancellation Plan,13,NEPAL,31.0,0.0,36,0
31726,TST,Travel Agency,Offline,Travel Cruise Protect,17,MALAYSIA,30.0,10.5,42,0
31727,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,PHILIPPINES,20.0,0.0,36,0
31728,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,69.5,17.38,40,0
31729,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,11.5,2.88,23,0
31730,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,252.85,63.21,28,0
31731,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,21.0,5.25,22,0
31732,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,INDONESIA,39.6,23.76,31,0
31733,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,ITALY,49.5,29.7,31,0
31734,EPX,Travel Agency,Online,Cancellation Plan,128,HONG KONG,16.0,0.0,36,0
31735,LWC,Travel Agency,Online,Annual Travel Protect Gold,369,UNITED STATES,256.2,166.53,28,0
31736,TST,Travel Agency,Offline,Travel Cruise Protect,15,MALAYSIA,30.0,10.5,59,0
31737,JZI,Airlines,Online,Basic Plan,32,CHINA,35.0,12.25,46,0
31738,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,GERMANY,112.0,0.0,36,0
31739,EPX,Travel Agency,Online,Cancellation Plan,15,UNITED KINGDOM,74.0,0.0,36,0
31741,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,THAILAND,29.7,17.82,42,0
31742,EPX,Travel Agency,Online,Cancellation Plan,7,INDONESIA,19.0,0.0,45,0
31743,EPX,Travel Agency,Online,1 way Comprehensive Plan,68,AUSTRALIA,28.0,0.0,36,0
31744,JZI,Airlines,Online,Basic Plan,86,CHINA,44.0,15.4,43,0
31745,EPX,Travel Agency,Online,2 way Comprehensive Plan,83,INDONESIA,20.0,0.0,36,0
31746,EPX,Travel Agency,Online,Cancellation Plan,2,SWITZERLAND,55.0,0.0,35,0
31747,EPX,Travel Agency,Online,Cancellation Plan,72,SPAIN,80.0,0.0,36,0
31748,EPX,Travel Agency,Online,Cancellation Plan,72,NEW ZEALAND,57.0,0.0,36,0
31749,JZI,Airlines,Online,Basic Plan,112,PHILIPPINES,52.0,18.2,34,0
31751,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,0.0,5.0,30,0
31752,JZI,Airlines,Online,Basic Plan,20,THAILAND,22.0,7.7,47,0
31753,EPX,Travel Agency,Online,Cancellation Plan,51,THAILAND,19.0,0.0,35,0
31755,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,MALAYSIA,29.7,17.82,41,0
31756,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,CAMBODIA,20.0,0.0,36,0
31757,EPX,Travel Agency,Online,2 way Comprehensive Plan,63,SINGAPORE,26.0,0.0,36,0
31758,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,INDIA,0.0,0.0,36,0
31760,JZI,Airlines,Online,Basic Plan,10,CHINA,26.0,9.1,60,0
31761,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,GERMANY,29.7,17.82,59,0
31762,JZI,Airlines,Online,Basic Plan,17,THAILAND,18.0,6.3,41,0
31765,EPX,Travel Agency,Online,Cancellation Plan,14,CHINA,19.0,0.0,36,0
31766,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,THAILAND,19.8,11.88,27,0
31767,EPX,Travel Agency,Online,Cancellation Plan,54,"KOREA, REPUBLIC OF",13.0,0.0,23,0
31768,EPX,Travel Agency,Online,Cancellation Plan,18,GREECE,0.0,0.0,36,0
31769,JZI,Airlines,Online,Basic Plan,67,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,39,0
31772,EPX,Travel Agency,Online,2 way Comprehensive Plan,32,JAPAN,25.0,0.0,36,0
31773,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,29.5,7.38,33,0
31774,EPX,Travel Agency,Online,Cancellation Plan,4,PHILIPPINES,16.0,0.0,36,0
31776,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,THAILAND,30.0,0.0,25,0
31778,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,THAILAND,20.0,0.0,23,0
31781,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,INDIA,45.0,0.0,36,0
31782,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,ITALY,39.6,23.76,35,0
